,company_name,company_location,company_country
3900,AMAZON ITALIA SERVICES SRL,VIALE MONTE GRAPPA 3/5,ITALY
3901,"FOREST RIVER, INC.",900 CO RD 1 N,UNITED STATES
3902,ZODIA CUSTODY LIMITED,Thomas House 84 Eccleston Square,UNITED KINGDOM
3903,AMAZON ITALIA LOGISTICA SRL,VIALE MONTE GRAPPA 3/5,ITALY
3904,"SEMICONDUCTOR COMPONENTS INDUSTRIES, LLC",5005 E MCDOWELL RD,UNITED STATES
3905,CML F & L [TELFORD] LTD,Unit 2 Brockton Business Park Halesfield 10,UNITED KINGDOM
3906,AMAZON ITALIA CUSTOMER SERVICES SRL,VIALE MONTE GRAPPA 3/5,ITALY
3907,REVOLUT TECHNOLOGIES INC.,33 IRVING PL,UNITED STATES
3908,ZIGZAG GLOBAL LTD,14th Floor 33 Cavendish Square,UNITED KINGDOM
3909,AMAZON EU S.A RL,VIALE MONTE GRAPPA 3/5,ITALY
3910,"PSG GLOBAL SOLUTIONS, LLC",4551 GLENCOE AVE STE 150,UNITED STATES
3911,XODUS GROUP LIMITED,Xodus House 50 Huntly Street,UNITED KINGDOM
3912,AMAZON ITALIA TRANSPORT SRL,VIALE MONTE GRAPPA 3/5,ITALY
3913,"BUNGIE, INC.",550 106TH AVE NE STE 207,UNITED STATES
3914,DIGNITY FUNERALS LIMITED,4-10 King Edwards Court King Edwards Square,UNITED KINGDOM
3915,AMAZON ONLINE ITALY SRL,VIALE MONTE GRAPPA 3/5,ITALY
3916,MGM RESORTS INTERNATIONAL,3600 LAS VEGAS BLVD S,UNITED STATES
3917,CRODA EUROPE LIMITED,Cowick Hall Snaith,UNITED KINGDOM
3918,LIBERTY SPECIALTY MARKETS EUROPE SARL FILIALE ITALIANA,VIA FABIO FILZI 29,ITALY
3919,WALMART INC.,3200 WILSHIRE BLVD,UNITED STATES
3920,CRODA INTERNATIONAL PUBLIC LIMITED COMPANY,Cowick Hall Snaith,UNITED KINGDOM
3921,DIRECT CHANNEL SPA,VIA ARNOLDO MONDADORI 1,ITALY
3922,"ZARA USA, INC.",500 5TH AVE STE 400,UNITED STATES
3923,CRODA INVESTMENTS NO 3 LIMITED,Cowick Hall Snaith,UNITED KINGDOM
3924,ALLIANZ DIRECT SPA,PIAZZA TRE TORRI 3,ITALY
3925,BLACKSTONE GROUP HOLDINGS L.L.C.,345 PARK AVE BSMT LB4,UNITED STATES
3926,SMITH & NEPHEW UK LIMITED,"BUILDING 5, CROXLEY PARK HATTERS LANE",UNITED KINGDOM
3927,WIND TRE SPA,LARGO METROPOLITANA 5,ITALY
3928,IHS MARKIT GLOBAL LLC,55 WATER ST FL 39,UNITED STATES
3929,DS SMITH PAPER LIMITED,Kemsley Mill Kemsley,UNITED KINGDOM
3930,ESPRINET SPA,VIA ENERGY PARK 20,ITALY
3931,"TWITTER, INC.",1355 MARKET ST STE 900,UNITED STATES
3932,DS SMITH LOGISTICS LIMITED,350 EUSTON ROAD,UNITED KINGDOM
3933,DUPESSEY ITALIA SRL,VIA MOLINO DELLA SPLUA 2,ITALY
3934,"GAP, INC., THE",2 FOLSOM ST,UNITED STATES
3935,DS SMITH PACKAGING LIMITED,350 Euston Road,UNITED KINGDOM
3936,LNS ITALIA SRL,VIA MONSIGNORE ROBERTO COLOMBO 34,ITALY
3937,"NETFLIX GLOBAL, LLC",5808 SUNSET BLVD 11TH FL,UNITED STATES
3938,DS SMITH RECYCLING UK LIMITED,Ty Gwrydd 11 Beddau Way,UNITED KINGDOM
3939,ARUBA SPA,LOCALITA' PALAZZETTO 4,ITALY
3940,"NETFLIX WORLDWIDE ENTERTAINMENT, LLC",5808 W SUNSENT BLVD 12TH FL,UNITED STATES
3941,HILL & SMITH HOLDINGS PLC,"Westhaven House Arleston Way, Shirley",UNITED KINGDOM
3942,GESTIONI SPA,VIA ROMA 110,ITALY
3943,"NETFLIX PRODUCTIONS, LLC","5555 MELROSE AVE., BLDG.",UNITED STATES
3944,SMITHS GROUP PLC,4th Floor 11 - 12 St. James's Square,UNITED KINGDOM
3945,A.A. MODELLERIA SRL,VIA ROMA 142,ITALY
3946,WELLS FARGO & COMPANY,420 MONTGOMERY ST,UNITED STATES
3947,BIORELIANCE BIOTECH LIMITED,"Building 5 Todd Campus, West Of Scotland Science Pk",UNITED KINGDOM
3948,FLOS SPA,VIA ANGELO FAINI 2,ITALY
3949,UMB BANK N.A.,1010 GRAND BLVD FL 3,UNITED STATES
3950,DURA-ID SOLUTIONS LIMITED,Boscawen House St Stephen,UNITED KINGDOM
3951,FLOS ROMA SRL,VIA DEL BABUINO 84,ITALY
3952,LUFTHANSA AVIATION TRAINING USA INC.,1658 S LITCHFIELD RD BLDG 104,UNITED STATES
3953,"DURA AUTOMOTIVE HOLDINGS U.K., LTD",Castle Bromwich Business Park Tameside Drive,UNITED KINGDOM
3954,ESSECO GROUP SRL,VIA SAN CASSIANO 99,ITALY
3955,"RIOT GAMES, INC.",12333 W OLYMPIC BLVD,UNITED STATES
3956,TOTAL MARKETING SUPPORT GLOBAL LIMITED,350 EUSTON ROAD,UNITED KINGDOM
3957,ESSECO SRL,VIA SAN CASSIANO 99,ITALY
3958,"GRAY MEDIA GROUP, INC.",201 MONROE ST FL 20,UNITED STATES
3959,TOTAL MARKETING SUPPORT LIMITED,7th Floor 350 Euston Road,UNITED KINGDOM
3960,ELBA ITALY SPA,VIA MATTEO FABBIAN 7,ITALY
3961,"BAMKO, LLC",10925 WEYBURN AVE,UNITED STATES
3962,BE II INVESTMENTS (GP) LIMITED,95 WIGMORE STREET,UNITED KINGDOM
3963,SUPPLY@ME SRL,VIA GIOSUE' CARDUCCI 36,ITALY
3964,REGAL REXNORD CORPORATION,200 STATE ST,UNITED STATES
3965,BRIDGEPOINT ADVISERS EUROPE LIMITED,5 Marble Arch,UNITED KINGDOM
3966,HOWDEN ITALIA SPA,VIA DELLA POSTA 7,ITALY
3967,SIMPSON STRONG-TIE COMPANY INC.,5956 W LAS POSITOS BLVD,UNITED STATES
3968,CNH INDUSTRIAL OLDCO CAPITAL LIMITED,32/521 Cranes Farm Road,UNITED KINGDOM
3969,BARILLA HOLDING SRL,VIA MANTOVA 166,ITALY
3970,"HELIX ENERGY SOLUTIONS GROUP, INC.",3505 W SAM HOUSTON PKWY N STE 400,UNITED STATES
3971,CNH U.K. LIMITED,Cranes Farm Road,UNITED KINGDOM
3972,BARILLA G. E R. FRATELLI SPA,VIA MANTOVA 166,ITALY
3973,"HWASEUNG AUTOMOTIVE AMERICA HOLDINGS, INC",100 SONATA DR,UNITED STATES
3974,IC FINANCIAL SERVICES UK LIMITED,Cranes Farm Road,UNITED KINGDOM
3975,FIRST SPA,VIA MANTOVA 166,ITALY
3976,"ANGELO, GORDON & CO., L.P.",245 PARK AVE,UNITED STATES
3977,CNH INDUSTRIAL N.V.,25 St. James's Street,UNITED KINGDOM
3978,INTEGRA DOCUMENT MANAGEMENT SRL,STRADA PROVINCIALE 11 PADANA SUPERIORE 2/B,ITALY
3979,COBHAM ADVANCED ELECTRONIC SOLUTIONS INC.,305 RICHARDSON RD,UNITED STATES
3980,NATIXIS,Cannon Bridge House 25 Dowgate Hill,UNITED KINGDOM
3981,ELETTROSYSTEM SRL,"STRADA PROVINCIALE ASTI-CASORZO 38, KM.5 SNC",ITALY
3982,AVSC HOLDING CORP.,5100 RIVER RD STE 300,UNITED STATES
3983,NATIXIS INVESTMENT MANAGERS UK LIMITED,1 Carter Lane,UNITED KINGDOM
3984,ARISTON HOLDING N.V.,VIA BROLETTO 44,ITALY
3985,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",1250 BELLFLOWER BOULEVARD,UNITED STATES
3986,PRAMEX INTERNATIONAL LTD,11 Old Jewry 8Th Floor South,UNITED KINGDOM
3987,CEMENTIR HOLDING N.V.,CORSO DI FRANCIA 200,ITALY
3988,HORSESHOE ENTERTAINMENT,711 HORSESHOE BLVD,UNITED STATES
3989,DHL INTERNATIONAL (UK) LIMITED,"Unit 1 Southern Hub, Horton Road, Colnbrook",UNITED KINGDOM
3990,ITALCER SPA,VIA EMILIA OVEST 53/A,ITALY
3991,ISLE OF CAPRI LAKE CHARLES,100 WESTLAKE AVE,UNITED STATES
3992,DHL SUPPLY CHAIN LIMITED,251 MIDSUMMER BOULEVARD,UNITED KINGDOM
3993,POMELLATO SPA,VIA ANNA NEERA 37,ITALY
3994,"PENN ENTERTAINMENT, INC.",825 BERKSHIRE BLVD STE 200,UNITED STATES
3995,GOOGLE UK LIMITED,Belgrave House 76 Buckingham Palace Road,UNITED KINGDOM
3996,POMELLATO EUROPA SPA,VIA ANNA NEERA 37,ITALY
3997,DISNEY PUBLISHING WORLDWIDE,500 S BUENA VISTA ST,UNITED STATES
3998,ACCOR (U.K.) LIMITED,10 Hammersmith Grove,UNITED KINGDOM
3999,GENERAL ELECTRIC INTERNATIONAL INC.,VIA CLAUDIO GALENO 36,ITALY
4000,"CPRIME, INC.",107 S B ST STE 300,UNITED STATES
4001,ACCOR UK BUSINESS & LEISURE HOTELS LIMITED,10 Hammersmith Grove,UNITED KINGDOM
4002,PRYSMIAN POWERLINK SRL,VIA CHIESE 6,ITALY
4003,"BLACKROCK FINANCIAL MANAGEMENT, INC.",40 E 52ND ST,UNITED STATES
4004,ACCOR UK ECONOMY HOTELS LIMITED,10 Hammersmith Grove,UNITED KINGDOM
4005,PRYSMIAN SPA,VIA CHIESE 6,ITALY
4006,RIVERSIDE PARTNERS L.L.C.,45 ROCKEFELLER CTR,UNITED STATES
4007,GB3 LIMITED,The Root House Clifton Fields Lytham Road,UNITED KINGDOM
4008,PRYSMIAN ELECTRONICS SRL,VIA CHIESE 6,ITALY
4009,"STEELASTIC COMPANY, L.L.C., THE",ONE VISION LN,UNITED STATES
4010,SSE Insurance Limited,"Tower Ho Loch Promenade, Douglas",UNITED KINGDOM
4011,TREVES ITALIA SRL,VIA CAVALIER PIETRO RADICI 19,ITALY
4012,MICROSOFT CORPORATION,1 MICROSOFT WAY,UNITED STATES
4013,LUCECO PLC,Caparo House 101-103 Baker Street,UNITED KINGDOM
4014,COVA MONTENAPOLEONE SRL,VIA MONTE NAPOLEONE 8,ITALY
4015,"AON CONSULTING, INC.",200 E RANDOLPH ST,UNITED STATES
4016,LUCECO LIGHTING LIMITED,BUILDING E.  STAFFORD PARK 1 STAFFORD PARK,UNITED KINGDOM
4017,PASTICCERIA CONFETTERIA COVA SRL,VIA PIETRO COSSA 2,ITALY
4018,"ASSUREDPARTNERS OF ILLINOIS, LLC",4 WESTBROOK CORPORATE CTR STE 500,UNITED STATES
4019,BRE GLOBAL LIMITED,Bucknalls Lane,UNITED KINGDOM
4020,SALDI PRIVATI SRL,VIA VINCENZO FORCELLA 3,ITALY
4021,"WASTE MANAGEMENT NATIONAL SERVICES, INC.",800 CAPITOL ST STE 3000,UNITED STATES
4022,ALLIANCE PHARMA PLC,Avonbridge House Bath Road,UNITED KINGDOM
4023,GIANNI VERSACE SRL,PIAZZA LUIGI EINAUDI 4,ITALY
4024,"WASTE MANAGEMENT, INC.",800 CAPITOL ST STE 3000,UNITED STATES
4025,CORPORATE TRAVEL MANAGEMENT (UNITED KINGDOM) LIMITED,One Carter Lane,UNITED KINGDOM
4026,MICROBIAL CONTROL ITALY SRL,VIA SAN BOVIO 1/3,ITALY
4027,VT SERVICES INC.,3601 EISENHOWER AVE STE 220,UNITED STATES
4028,KEYLINE TRAVEL MANAGEMENT LIMITED,Wellington House 39A Piccadilly,UNITED KINGDOM
4029,ITALIA T1 RONCOLO SRL,PIAZZA WALTHER VON DER VOGELWEIDE 8,ITALY
4030,PROGRESS SOFTWARE CORPORATION,15 WAYSIDE RD STE 400,UNITED STATES
4031,CORPORATE TRAVEL MANAGEMENT (EUROPE) LIMITED,Senator House 85 Queen Victoria Street,UNITED KINGDOM
4032,AUTODIS ITALIA SRL,VIA ISACCO NEWTON 12,ITALY
4033,LOON LLC,1600 AMPHITHEATRE PKWY,UNITED STATES
4034,EGENCIA UK LTD,3 Piccadilly Place,UNITED KINGDOM
4035,LUXOTTICA GROUP SPA,PIAZZALE LUIGI CADORNA 3,ITALY
4036,"SENTINEL CAPITAL PARTNERS, L.L.C.",51 E 42ND ST FL 53,UNITED STATES
4037,DE AGOSTINI UK LIMITED,C/O Rwk Goodman LLP 69 Carter Lane,UNITED KINGDOM
4038,BULGARI SPA,VIA MONTE NAPOLEONE 27,ITALY
4039,SOUTHERN NEWSPAPERS OF ALABAMA INC,701 VETERANS DR,UNITED STATES
4040,COMPUTERSHARE INVESTOR SERVICES PLC,THE PAVILIONS BRIDGEWATER ROAD,UNITED KINGDOM
4041,BULGARI ROMA SRL,LUNGOTEVERE MARZIO 11,ITALY
4042,"RETAL PA, LLC",55 S WASHINGTON ST,UNITED STATES
4043,COMPUTERSHARE LIMITED,The Pavilions Bridgwater Road,UNITED KINGDOM
4044,MASCHIO GASPARDO SPA,VIA MARCELLO 73,ITALY
4045,"EMBRACE PET INSURANCE AGENCY, LLC",4530 RICHMOND RD,UNITED STATES
4046,COMPUTERSHARE VOUCHER SERVICES LIMITED,The Pavilions Bridgwater Road,UNITED KINGDOM
4047,UNIVERSITA' DEGLI STUDI DI FOGGIA,VIA ANTONIO GRAMSCI 89/91,ITALY
4048,COMPRESSOR CONTROLS LLC,4745 121ST ST,UNITED STATES
4049,COMPUTERSHARE MORTGAGE SERVICES LIMITED,The Pavilions Bridgwater Road,UNITED KINGDOM
4050,DATA FLOW SRL,VIA LUIGI NATALE VERNAZZI 26/A,ITALY
4051,"XPO NAT SOLUTIONS, LLC",11215 N COMMUNITY HOUSE RD,UNITED STATES
4052,COMPUTERSHARE TRUSTEES (C.I.) LIMITED,"Queensway House Hilgrove Street, St Helier",UNITED KINGDOM
4053,MADIC ITALIA SPA,VIA ALESSANDRO VOLTA 39,ITALY
4054,AIRBUS DS GEO INC.,2550 WASSER TER STE 9100,UNITED STATES
4055,HOMELOAN MANAGEMENT LIMITED,Gateway House,UNITED KINGDOM
4056,PIRELLI & C. SPA,VIALE PIERO E ALBERTO PIRELLI 25,ITALY
4057,"AIRBUS AMERICAS, INC.",2550 WASSER TER STE 9000,UNITED STATES
4058,TAG WORLDWIDE GROUP LIMITED,1-5 Poland Street,UNITED KINGDOM
4059,SKF INDUSTRIE SPA,VIA PINEROLO 44,ITALY
4060,"AIRBUS GROUP SUPPLY & SERVICES, INC.",21780 FILIGREE CT,UNITED STATES
4061,THE APPOINTMENT GROUP LIMITED,THE LINEN HOUSE 253 KILBURN LANE,UNITED KINGDOM
4062,SKF SEALS ITALY SPA,STRADA PER POIRINO 41,ITALY
4063,"AIRBUS AMERICAS CUSTOMER SERVICES, INC.",2550 WASSER TER STE 9100,UNITED STATES
4064,NASSAU INDUSTRIAL DOORS LIMITED,Jubilee House Dewsbury Road,UNITED KINGDOM
4065,U.C.I.T. SRL,VIALE GIUSEPPE DUODO 5,ITALY
4066,"AIRBUS GROUP, INC.",2550 WASSER TER STE 9000,UNITED STATES
4067,ORAPI APPLIED LIMITED,Spring Road,UNITED KINGDOM
4068,WOOD ITALIANA SRL,VIA SEBASTIANO CABOTO 15,ITALY
4069,HYUNDAI MOTOR AMERICA,10550 TALBERT AVE,UNITED STATES
4070,GENESIS OIL & GAS CONSULTANTS LIMITED,One St Pauls Churchyard,UNITED KINGDOM
4071,GEODIS HOLDING ITALIA SPA,PIAZZALE GIORGIO AMBROSOLI SNC,ITALY
4072,"KIA AMERICA, INC.",111 PETERS CANYON RD,UNITED STATES
4073,GENESIS ENERGIES CONSULTANTS LTD,ONE ST. PAUL'S CHURCHYARD,UNITED KINGDOM
4074,KAYSER FILTERTECH ITALY SRL,STRADA COMMENDA 4/B,ITALY
4075,"MITSUBISHI MOTORS CREDIT OF AMERICA, INC.",6400 KATELLA AVE,UNITED STATES
4076,BMB GROUP LIMITED,2100 Century Way Thorpe Park,UNITED KINGDOM
4077,ABOVE COMPARISON SRL,VIA FELICE CASATI 1 A,ITALY
4078,LIBERTY INTERNATIONAL HOLDINGS INC,175 BERKELEY ST,UNITED STATES
4079,BAILIE GROUP LIMITED,"Greystone Press Greystone Road, Newpark Industrial Estate",UNITED KINGDOM
4080,MAGNAKI SRL,VIA AURELIO SAFFI 21,ITALY
4081,"SOVOS COMPLIANCE, LLC",200 BALLARDVALE ST FL 4 BLDG 1,UNITED STATES
4082,BAIRD GROUP LIMITED,2100 Century Way Thorpe Park,UNITED KINGDOM
4083,MAGNAKI HOLDING SRL,VIA AURELIO SAFFI 21,ITALY
4084,MAZAK CORPORATION,8025 PRODUCTION DR,UNITED STATES
4085,BAIRD GROUP (HOLDINGS) LIMITED,2100 Century Way Thorpe Park,UNITED KINGDOM
4086,GL EVENTS ITALIA EXPO SRL,VIA NIZZA 294,ITALY
4087,"EPIC! CREATIONS, INC.",702 MARSHALL ST STE 280,UNITED STATES
4088,HILTON WORLDWIDE MANAGE LIMITED,MAPLE COURT CENTRAL PARK REEDS CRESCENT,UNITED KINGDOM
4089,GL EVENTS ITALIA SPA,VIA NIZZA 294,ITALY
4090,"STAGWELL GROUP LLC, THE",1808 EYE ST NW STE 600,UNITED STATES
4091,JPF API LAMINATES UK LIMITED,Second Avenue Poynton,UNITED KINGDOM
4092,FALCONERI SRL,VIA DEL LAVORO 18,ITALY
4093,"METLIFE ASSIGNMENT COMPANY, INC. (DE)",200 PARK AVE,UNITED STATES
4094,THE DORCHESTER LIMITED,53 Park Lane,UNITED KINGDOM
4095,DUCATI MOTOR HOLDING SPA,VIA ANTONIO CAVALIERI DUCATI 3,ITALY
4096,NORFOLK SOUTHERN CORPORATION,650 W PEACHTREE ST NW,UNITED STATES
4097,DORCHESTER GROUP LIMITED,57 Berkeley Square,UNITED KINGDOM
4098,ALBERGHI GOLD SRL,VIA FRANCESCO CARACCIOLO 14,ITALY
4099,MILTOPE CORPORATION,3800 RICHARDSON RD,UNITED STATES
4100,DORCHESTER SERVICES LIMITED,45 Park Lane,UNITED KINGDOM
4101,SDF SPA,VIALE FRANCESCO CASSANI 14,ITALY
4102,"ONYX GRAPHICS, INC.",6915 HIGH TECH DR STE A,UNITED STATES
4103,"BANK OF AMERICA, NATIONAL ASSOCIATION",2 King Edward Street,UNITED KINGDOM
4104,SAME DEUTZ FAHR ITALIA SPA,VIALE FRANCESCO CASSANI 15,ITALY
4105,"KROLL, LLC",55 E 52ND ST FL 17,UNITED STATES
4106,BLACKROCK GROUP LIMITED,12 Throgmorton Avenue,UNITED KINGDOM
4107,CD 24121 SRL,VIA UMBERTO BARBARO 24,ITALY
4108,"ADIDAS PROMOTIONAL RETAIL OPERATIONS, INC.",5055 N GREELEY AVE,UNITED STATES
4109,MERRILL LYNCH EUROPE LIMITED,20 Giltspur Street,UNITED KINGDOM
4110,C&D SPA,VIA CASAMASSIMA ZONA INDUSTRIALE 3,ITALY
4111,"ADIDAS INTERNATIONAL, INC.",5055 N GREELEY AVE,UNITED STATES
4112,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,12 Throgmorton Avenue,UNITED KINGDOM
4113,METSA BOARD ITALIA SRL,PIAZZA DON ENRICO MAPELLI 1,ITALY
4114,DASH FINANCIAL TECHNOLOGIES LLC,311 S WACKER DR STE 1000,UNITED STATES
4115,MERRILL LYNCH INTERNATIONAL,2 King Edward Street,UNITED KINGDOM
4116,METSO SPA,VIA VITTOR PISANI 20,ITALY
4117,LIMELIFE BY ALCONE (UK) LTD,Procession House 55 Ludgate Hill,UNITED KINGDOM
4118,FAMECCANICA.DATA SPA,VIA ATERNO 136,ITALY
4119,LIONS GATE ENTERTAINMENT INC.,2700 COLORADO AVE STE 200,UNITED STATES
4120,NTT EUROPE LTD.,1 King William Street,UNITED KINGDOM
4121,GIVE BACK BEAUTY SRL,CORSO ITALIA 13,ITALY
4122,LIONS GATE FILMS INC.,2700 COLORADO AVE,UNITED STATES
4123,NTT DATA BUSINESS SOLUTIONS LIMITED,"Building 2m Siskin Drive, Middlemarch Business Park",UNITED KINGDOM
4124,ENDEMOL SHINE ITALY SPA,VIA MONTE ZEBIO 32,ITALY
4125,RGA REINSURANCE COMPANY,16600 SWINGLEY RIDGE RD,UNITED STATES
4126,NTT LIMITED,1 King William Street,UNITED KINGDOM
4127,NOVATRANS ITALIA SRL,VIA TORINO 61,ITALY
4128,"FREEDOMROADS, LLC",250 PARKWAY DR STE 270,UNITED STATES
4129,BUDGET GROUP LIMITED,Crown House 145 City Road,UNITED KINGDOM
4130,MASHFROG GROUP SRL,VIA GIACOMO PERONI 400/402,ITALY
4131,"CAMPING WORLD HOLDINGS, INC.",250 PARKWAY DR STE 270,UNITED STATES
4132,SUTTONS TANKERS LIMITED,Gorsey Lane,UNITED KINGDOM
4133,SBG HOLDING SPA IN FORMA ABBREVIATO SBG HOLDING SPA,PIAZZA SISTO ROSA BADALOCCHIO 5/A,ITALY
4134,"CWGS ENTERPRISES, LLC","250 PKWY DR, STE 270",UNITED STATES
4135,ANOTECH ENERGY GLOBAL SOLUTIONS LIMITED,1st Floor 41 Moorgate,UNITED KINGDOM
4136,UNIFLAIR SPA,VIALE DELLA TECNICA 2,ITALY
4137,"FINN PARTNERS, INC.",301 E 57TH ST,UNITED STATES
4138,ANOTECH ENERGY SERVICES LIMITED,1st Floor 41 Moorgate,UNITED KINGDOM
4139,TEKSID ALUMINUM SRL,VIA UMBERTO II 5,ITALY
4140,"ACAMS NORTH AMERICA CHAPTERS, INC.",80 SW 8TH ST STE 2350,UNITED STATES
4141,AVIVA INSURANCE LIMITED,Pitheavlis,UNITED KINGDOM
4142,GETTI SPECIALI SRL,VIA BERNARDI RONDO' 15,ITALY
4143,"CITIGROUP TECHNOLOGY, INC.",3800 CITIGROUP CENTER A1-03,UNITED STATES
4144,WE ARE SOCIAL LTD,Alphabeta 14-18 Finsbury Square,UNITED KINGDOM
4145,FIVES INTRALOGISTICS SPA,VIALE TICINO 2,ITALY
4146,"WEST PHARMACEUTICAL SERVICES, INC.",530 HERMAN O WEST DR,UNITED STATES
4147,ONE51 ES PLASTICS (UK) LIMITED,BARBOT HALL INDUSTRIAL ESTATE MANGHAM ROAD,UNITED KINGDOM
4148,FIVES OTO SPA,VIA DOMENICO MARCHESI 4,ITALY
4149,"ELEVATE CREDIT, INC.",4150 INTERNATIONAL PLZ STE 300,UNITED STATES
4150,SPEYSIDE COOPERAGE LIMITED,Dufftown Road Craigellachie,UNITED KINGDOM
4151,FIVES ITALY SRL,VIALE TICINO 2,ITALY
4152,NETFLIX GLOBAL HOLDINGS C.V.,100 WINCHESTER CIR,UNITED STATES
4153,ISLA COOPERAGE COMPANY LIMITED,Isla Road,UNITED KINGDOM
4154,FIVES ITAS SPA,VIA METAURO 5,ITALY
4155,"CONSOLIDATED METCO, INC.",5701 SE COLUMBIA WAY,UNITED STATES
4156,CAMLACHIE COOPERAGE LIMITED,"Unit R Clyde Workshops, Fullarton Road, Glasgow East Investment Park",UNITED KINGDOM
4157,FIVES GIUSTINA SRL,CORSO LOMBARDIA 79,ITALY
4158,"TAURUS INVESTMENT HOLDINGS, LLC",2 INTERNATIONAL PL,UNITED STATES
4159,ORANO UK LIMITED,Suite 7 Hitching Court Abingdon Business Park,UNITED KINGDOM
4160,COMAU SPA,VIA RIVALTA 30,ITALY
4161,"VICTORIA'S SECRET STORES, LLC",4 LIMITED PKWY E,UNITED STATES
4162,RAYMOND GUBBAY LIMITED,1 Ely Place,UNITED KINGDOM
4163,ETHOSENERGY ITALIA SPA,CORSO ROMANIA 661,ITALY
4164,"KAISER FOUNDATION HEALTH PLAN, INC.",1 KAISER PLZ,UNITED STATES
4165,MARKEL INTERNATIONAL INSURANCE COMPANY LIMITED,20 Fenchurch Street,UNITED KINGDOM
4166,VOMM IMPIANTI E PROCESSI SPA,VIA EUGENIO CURIEL 252,ITALY
4167,"WELSH, CARSON, ANDERSON & STOWE VI, L.P.",599 LEXINGTON AVE STE 1800,UNITED STATES
4168,MARKEL EUROPE LIMITED,20 Fenchurch Street,UNITED KINGDOM
4169,AMBIENTE E NUTRIZIONE SRL,VIA EUGENIO CURIEL 252,ITALY
4170,"ITRON INTERNATIONAL, INC.",2111 NORTH MOLTER ROAD,UNITED STATES
4171,MARKEL CAPITAL HOLDINGS LIMITED,20 Fenchurch Street,UNITED KINGDOM
4172,SOFTLAB HOLDING SRL,VIALE PIERO E ALBERTO PIRELLI 6,ITALY
4173,ITRON MANUFACTURING INC,2818 N SULLIVAN RD,UNITED STATES
4174,MARKEL INTERNATIONAL SERVICES LIMITED,20 Fenchurch Street,UNITED KINGDOM
4175,CLUB DEL SOLE SRL,VIA BIONDINI 27,ITALY
4176,"TOTAL DEFENSE, INC.",1393 VETERANS MEMORIAL HWY STE 310N,UNITED STATES
4177,APPLE (UK) LIMITED,"2 Furze Groundway, Stockley Park",UNITED KINGDOM
4178,LUXURY GOODS ITALIA SPA,VIA DEI TORNABUONI 73/R,ITALY
4179,"TOTAL DEFENSE, LLC",1393 VETERAN MEMORIAL HWY,UNITED STATES
4180,CLIPPER LOGISTICS PLC,CLIPPER LOGISTICS GROUP GELDERD ROAD,UNITED KINGDOM
4181,CMA ROBOTICS SPA,VIALE DEL LAVORO 41,ITALY
4182,FINASTRA USA CORPORATION,555 SW MORRISON ST #300,UNITED STATES
4183,EUROPE DOMAINS LTD,DEPT 886 43 OWSTON ROAD CARCROFT,UNITED KINGDOM
4184,ENI SPA,PIAZZALE ENRICO MATTEI 1,ITALY
4185,"G-A-I CONSULTANTS, INC.",385 E WATERFRONT DR FL 1,UNITED STATES
4186,INTEL CORPORATION (UK) LIMITED,Pipers Way,UNITED KINGDOM
4187,OLMAR AND MIRTA SPA,STRADA CORTESA 12/A,ITALY
4188,"J. M. SMUCKER COMPANY, THE",1 STRAWBERRY LN,UNITED STATES
4189,CREW CLOTHING CO. LIMITED,20 Lydden Road,UNITED KINGDOM
4190,CHRISTIES SRL,VIA CORTESA 12/A,ITALY
4191,"TA CONNECTIONS DE, LLC",3280 PEACHTREE RD NE # 2400,UNITED STATES
4192,OPTICAL EXPRESS (HOLDINGS) LIMITED,5 Deerdykes Road,UNITED KINGDOM
4193,ENI PLENITUDE SPA SOCIETA\' BENEFIT,PIAZZA EZIO VANONI 1,ITALY
4194,"BAJCO GLOBAL MANAGEMENT, LLC",3695B BOARDMAN CANFIELD RD STE 200,UNITED STATES
4195,NORTH WEST (AEROTOOLING) LTD.,Victoria Road Hyde Industrial Estate,UNITED KINGDOM
4196,FINANZIARIA REGIONALE FRIULI VENEZIA GIULIA SPA,VIA VITTORIO LOCCHI 19,ITALY
4197,"BAJCO, LLC",3695 BOARDMAN CANFIELD RD STE 200,UNITED STATES
4198,KALON BIOLOGICAL LIMITED,"Unit G, Perram Works Merrow Lane",UNITED KINGDOM
4199,ANACAP FP SRL,VIA PIETRO PALEOCAPA 1,ITALY
4200,AERO ASSURANCE LTD.,1 CHURCH ST,UNITED STATES
4201,CUADRILLA RESOURCES LIMITED,3000 Aviator Way Manchester Business Park,UNITED KINGDOM
4202,ZURICH ITALY BANK SPA,VIA BENIGNO CRESPI 23,ITALY
4203,PRECISION MANUFACTURING GROUP LLC,501 LITTLE FALLS RD,UNITED STATES
4204,CHELSEA LIMITED,Stamford Bridge Fulham Road,UNITED KINGDOM
4205,INTEGRATED DEVICE TECHNOLOGY SRL,VIALE VINCENZO LANCETTI 43,ITALY
4206,"VISTA EQUITY PARTNERS MANAGEMENT, LLC",401 CONGRESS AVE STE 3100,UNITED STATES
4207,EPOCH PROPERTIES LIMITED,"Nautilus House, La Cour Des Casernes St. Helier",UNITED KINGDOM
4208,CGI ITALIA SRL,PIAZZA FILIPPO MEDA 3,ITALY
